"","sent","freq"
"1647","Dear Hassan, I apologize for the inconvenience, and our delayed response time to your inquiry",1
"1648","Our link has not changed and it should still be active",1
"1649","To make sure the link is: https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap Please let me know if you are having continued technology issues",1
"1650","Dear Nandini; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1651","Dear Mayank; Thank you for your continued interest in the Master of Science in Analytics program at Northwestern University",1
"1652","Enrollment decisions from our first round of admissions offers were due on Thursday, April 17; our admissions committee is now reconvening to review the waitlist, we hope to distribute final decisions as soon as possible",7
"1653","We will be in touch with you by email shortly",7
"1654","We have updated your account with the Admissions Committee",1
"1655","Thank you for your continued interest in the program and patience with this review process",7
"1656","We hope to be in touch with you very soon",7
"1657","Dear Puneet; Thank you for your continued interest in the Master of Science in Analytics program at Northwestern University",1
"1658","Dear Justin; Thank you for your continued interest in the Master of Science in Analytics program at Northwestern University",1
"1659","We do have a couple available spots left in our 2015 cohort",1
"1660","Dear Ian; Thank you for your continued interest in the Master of Science in Analytics program at Northwestern University",1
"1661","Dear Yi Liu; Thank you for your continued interest in the Master of Science in Analytics program at Northwestern University",1
"1662","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu -----Original Message----- From: AliceLi .",1
"1663","Dear Jesse; Thank you for your continued interest in the Master of Science in Analytics program at Northwestern University",1
"1664","Dear Yi Hu; Thank you for your continued interest in the Master of Science in Analytics program at Northwestern University",1
"1665","<http://www.analytics.northwestern.edu/current-students/career%20placement.html> Both GRE and GMAT test scores are accepted by the program, but neither are required for admission (though sending scores from one of the two tests is strongly encouraged to strengthen the application)",1
"1666","Dear Tanvi; We have released our admission decisions on March 17th",1
"1667","These were posted the MSIA Online Application System https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap Please use your username and password which you applied to the program with",1
"1668","If you have any questions, please let me know",1
"1669","Hello Sumeet MSIA Online Application System <http://e2.ma/click/6nknh/qz2k3s/ydvieb> https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap Victoria L",1
"1670","Hello Nathan, I apologize for the inconvenience",1
"1671","The link is listed below",1
"1672","We removed the link from our webpage so that applicants were unable to still submit their applications",1
"1673","MSIA Online Application System <http://e2.ma/click/6nknh/qz2k3s/ydvieb> Please let me know if you have any questions",1
"1674","https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap Warm Regards Victoria L",1
"1675","Hello Dayu, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"1676","The MSiA application system is linked on our Perspective Student page on our website",1
"1677","Hello Kumar, I apologize for the lack of response on the phones",1
"1678","We are in and out of the office constantly and I apologize for us missing your calls",1
"1679","It may be easiest if we set up a time for us to talk and answer all of your queries",1
"1680","I have checked with the Associate Director, Lindsay Montanari, and she is available for a phone call to answer all your questions from 10am-12pm CST tomorrow (3/27)",1
"1681","Would you be available at that time to discuss the program",1
"1682","If you have any additional questions which I can answer via email please let me know",1
"1683","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 Follow us on Twitter .",1
"1684","Dear Anmol; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1685","I am currently reconciling your account and see that you are missing your letters of recommendation",3
"1686","Hello Prateek, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system <https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap> by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"1687","Dear Anvita; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1688","Hello Zheng, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"1689","https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap Thank you for your interest in the MS in Analytics program at Northwestern University",1
"1690","Hello Amar, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system <https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap> (linked here) by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"1691","Hello Abhay, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"1692","Hello Sameer, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system <https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap> by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"1693","Dear Skuntala; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1694","Please see below; https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap Regards, Victoria L",1
"1695","Hello Sruthi, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system <https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap> (linked here) by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"1696","Hello Niharika, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system <https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap> (linked here) by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"1697","Dear Jin; I apologize for my delayed response time",1
"1698","We have received your application fee",1
"1699","We will be reconciling the payments tab on your account shortly",1
"1700","Your application is not viewed as late and will be passed to our admissions committee shortly",1
"1701","Please let me know if you have any questions, Victoria L",6
"1702","Hello Jasmine, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system <https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap> (linked here) by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"1703","Dear Alejandro; I apologize that the hyperlink did not work",1
"1704","The page is located on our website under the header of Prospective Students http://www.analytics.northwestern.edu/prospective-students/information-sessions.html <http://www.analytics.northwestern.edu/prospective-students/information-sessions.html> Please let me know if that does not work for you",1
"1705","Hello Olivia, We have announced all admissions decisions for Fall 2014, posted on the MSIA application system <https://application.mccormick.northwestern.edu/?utm_campaign=www.analytics.northwestern.edu&utm_medium=email&utm_source=newsletter&utm_content=MSIA%20On-line%20Application%20System%20&p=ap> by 9PM (Central Time Zone) on Monday, March 17, 2014",1
"1706","Currently, we do not use the GATS system and have listed our decisions in the MAP system used for submitting your application",1
"1707","Dear Ankur; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1708","Dear Chandrashekar; I am the program assistant for the Master of Science in Analytics here at Northwestern University",1
"1709","We would like to schedule a skype discussion with you on Wednesday morning (3/19) between 10am-11am(CST) with our associate director, Lindsay Montanari",1
"1710","Do you have 15mins of availability during this time",1
"1711","Our Skype name is NorthwesternAnalytics",1
"1712","Please let me know if this is acceptable for your schedule",1
"1713","Dear Mayank",1
"1714","I apologize for the confusion",1
"1715","There was a system error yesterday and you are indeed on the Waitlist for the 2014-2015 cohort in the MS in Analytics program",1
"1716","We have sent out our offers to first round candidates, after we hear responses from those accepted if seats remain we will be moving to the waitlist",1
"1717","A small percentage of students made it to the wait list",1
"1718","Best Regards, Victoria L",1
"1719","Hi Jason, We have received all of your application materials and your application packet has been passed to the admissions committee",1
"1720","We will announce decisions by March 18th",1
"1721","Regards Victoria L",3
"1722","Dear You, I apologize for the delay in our response time",1
"1723","Northwestern Universitys Master of Science in Analytics Admissions Committee has completed evaluation of candidates for the class of 2015",1
"1724","We regret to inform you that we are unable to offer you a position in the class",1
"1725","Please know that interest was exceedingly high and with seats in the program strictly limited, there were many qualified applicants who we were unable to accept",1
"1726","We very much appreciate the interest you have shown in the Master of Science in Analytics program at Northwestern University and wish you the best for the coming year and your placement at Carnegie Mellon University",1
"1727","Sincerely, The Master of Science in Analytics Admissions Committee From: Yuggy You .",1
"1728","Hello Kelly, We will be able to review your application before admission decisions are made",1
"1729","I have made your application packet and your information will be sent to our admissions review committee today",1
"1730","Hope you have a wonderful weekend",1
"1731","Hello Kelly, I apologize I missed your phone call, I am not working in the office this morning",1
"1732","We are several rounds through the application process, and unfortunately when we were pulling applications together we were working off of the applications listed as Submitted/Active",1
"1733","Therefore, we had not pulled together your application packet",1
"1734","I will speak with our admissions committee and see what we can do to review your application",1
"1735","I will be in contact with you today at some point to follow up",1
"1736","I completely understand that our application system is less than user friendly, we are currently working to replace the current system",1
"1737","I will work on this and see if we can review your application before our decisions are released on Monday, March 17th",1
"1738","Hello Mengtian, I apologize for any confusion",1
"1739","The email you received is an auto-populated email sent once you select submit for your application",1
"1740","It is not tailored specifically to your account, which currently lists your application fee as being paid",1
"1741","Did you submit your application in the system on March 4th",1
"1742","Again I apologize for the confusion with our system",1
"1743","Dear Chaitanya; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1744","Dear Jialin; Thank you for reaching out to us at the Master of Science in Analytics program at Northwestern University",1
"1745","Currently applications are under review with our application committee",1
"1746","We will be reaching out to candidates for interviews as needed in the coming week before application decisions are made on March 17th",1
"1747","Dear Prateek; Thank you for reaching out to the Master of Science in Analytics program at Northwestern",1
"1748","To answer your question, we have received all of your materials",1
"1749","Currently your application is in the review stage",1
"1750","We will be announcing decisions on March 17th and if we require any additional information we will reach out prior to that date",1
"1751","Dear Kelly; Thank you for your question in regards to your application with the MS in Analytics program at Northwestern University",1
"1752","All of our applications are currently with our admissions committee",1
"1753","We will be reaching out to candidates in the coming weeks if we require a skype interview",1
"1754","I will coordinate your schedule with our committees schedules at that point",1
"1755","Dear Sahil; I apologize for the confusion",1
"1756","We do not use the GATS system for our applications",1
"1757","We operate outside of the Graduate School and are housed within the Industrial Engineering",1
"1758","Therefore, we use McCormicks MAP system to track the status of applications",1
"1759","However, we will not be updating the MAP system until decisions are made on March 18th",1
"1760","If we require a skype interview we will reach out to you in the coming week and schedule an appointment convenient for your schedule",1
"1761","Hello Dhruv; We have received all of your application materials and your application payment",1
"1762","On our site your application fee was received and documented on 02/17/2014",1
"1763","We use a third party system at Northwestern University and receive a weekly report, therefore we had a back-up in updates to the student checklist",1
"1764","We know that you had paid and submitted before the deadline",1
"1765","Currently, your full application (including your GMAT) has been passed through to the admissions review committee",1
"1766","I apologize for not updating your account, we have updated it and your GMAT should reflect as being received",1
"1767","We will announce decisions on March 18th, Victoria L",1
"1768","Dear Shaojie; I have updated your account to show that you have paid",1
"1769","Your application packet has been completed and sent to our review committee",1
"1770","This will have no effect on your admissions process",1
"1771","Dear Shuo-Ying; We have received your GMAT",1
"1772","I apologize for the delay in the reflection on your account",1
"1773","Due to the number of applications we received we unfortunately had not marked it as received in your student account",1
"1774","However, it has been included in your student application",1
"1775","Dear Shih-kai We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1776","Correct, your GMAT score is not included in your application packet",1
"1777","Dear Abhitab; Thank you for reaching out to us at Northwestern Universitys MS in Analytics program",1
"1778","I apologize for the delay in my response time, due to applications we were unable to answer student inquiries",1
"1779","In regards to the application payment, we have received it and I see that it is now shown as paid",1
"1780","We use a third party to collect our application payments here at the university",1
"1781","We receive weekly reports on payment",1
"1782","Our system was a slightly overwhelmed during the final days of applications and there was a slow update on the site",1
"1783","However, we do have the time stamp of payment, prior to the deadline",1
"1784","Your transcripts were marked as received on 02/13",1
"1785","I apologize if this is not reflected in your student account, we are working to replace our application managing system due to technical errors this season",1
"1786","With regards to your GRE, did you us the 3672 code to send us your GRE score report",1
"1787","Typically, candidates will send it to the general Northwestern Account, which unfortunately goes to general admissions",1
"1788","Can you provide me with a scanned report from the GRE",1
"1789","Unfortunately, your letters of reference have still not arrived",1
"1790","Our policy is to have all material in before the deadline of 2/15",1
"1791","If your recommenders submit their letters I can attach them to your application packet, but we cannot guarantee the same amount of review as applications turned in by the deadline",1
"1792","Dear Euisuk; I apologize for the delay in marking it in our system",1
"1793","The last couple of weeks has been a little overwhelming with application materials and we were unable to mark in our system to keep up with the amount of materials coming into our office",1
"1794","We have received your transcript, and it has been attached to your application packet",1
"1795","I apologize for the delay",2
"1796","The admissions review committee is currently reviewing your application and we will announce decisions on March 18th",1
"1797","Hi Jeremy, I apologize for this",1
"1798","I can enter the system and remove the receipt of your GMAT score",1
"1799","To clarify the situation, the only individuals who have access to the application managing system are myself and a temporary hire",1
"1800","We had been uploading and updating student profiles in the system and she must have found your score report and attached it to your online record",1
"1801","However, I built your application packet and did not include your GMAT report so the admissions review committee will not see your scores",1
"1802","I will remove the record today and you should see the change reflected within 24hours",1
"1803","Hi Jeff, I wanted to inform you I have just added your additional items to your application",1
"1804","I apologize for the delay in my response time",1
"1805","Dear Sandhya; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1806","Dear Shraddha, I have just gone into our records and I see that your application is marked as Active I believe that means you have submitted your application",1
"1807","We are in the process of pulling together application packets and have already made yours",1
"1808","Dear Ezhil, Thank you for your note",1
"1809","We have created your application packet and I will double check to make sure the reviewers have the correct letter",1
"1810","Dear Murtuza; Thank you for reaching out to us at the Master of Science in Analytics program at Northwestern University",1
"1811","With the pending Holiday most of our staff are out of the office, I am currently out of the country and I am unable to confirm the Letters of Recommendation",1
"1812","I will be back in the office on December 30th and I will email confirmation once I am back in the office",1
"1813","Thank you for your patience and I apologize for any inconvenience",1
"1814","Dear Sumeet; Unfortunately, your recommender has not yet submitted",1
"1815","At this point I will compile your application and push it through to first round reviews",1
"1816","If you recommender submits over the next few days I will attach the letter at that point",1
"1817","Once it gets to second round reviews however, I will not be able to update it",1
"1818","I hope you have a wonderful weekend",2
"1819","From: Sumeet Aneja .",1
"1820","Dear Nathan; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1821","Dear Shashi; We use a third party to collect our application fees",1
"1822","We receive reports infrequently (hence a delay time in the time stamp) we are unable to change the time stamp we mark on a students application page, but it will have no effect on your application",1
"1823","The time stamp is just to mark when weve received the report, but the original documents do show you paid before our deadline of 11:59pm CST",1
"1824","I apologize for the misinformation on our side with the time stamp but the two systems do not link to eachother and are manually set but non adjustable",1
"1825","Please let me know if you require further assistance",1
"1826","I will have your transcript uploaded shortly and you will see the change reflected in your account within 24hours",1
"1827","Dear Shiqian; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1828","I want to assure you we are uploading your transcripts into our system and your application is not considered late",6
"1829","I apologize for the delay in our response/upload time",7
"1830","Due to the number of applications we received in the past week we were delayed",7
"1831","Dear Olivia; I apologize for not responding sooner and the miscommunication",1
"1832","Midnight is officially 12:00AM on February 15th",1
"1833","However, we did understand this may be an issue and accepted applications until 11:50pm CST on February 15th",1
"1834","I want to assure you we are uploading your document into our system and your application is not considered late",1
"1835","As a note; you are missing one letter of recommendation",1
"1836","Please encourage your recommender to submit their letter at their earliest convenience",1
"1837","We have a relatively short turnaround time",1
"1838","I will mark your application as complete and we will push it through to the first round of reviews",1
"1839","Dear Sruthi; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1840","Dear Pavithra; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1841","Dear Haad; I apologize for requesting the PDF version",1
"1842","Currently we have had delays in our mail delivery service",1
"1843","Due to the rash of bad weather our mail room has been overwhelmed by mail and mail delays",1
"1844","We have not yet received your transcript in our office, but I will search for it in our mail deliveries",1
"1845","I will also attach a note to your application that you have submitted an official transcript",1
"1846","As a note, your application is complete and will be passed on to our admissions committee",1
"1847","Thank you for your understanding with regards to the DHL delivery",1
"1848","I apologize for my delayed response time to your email",1
"1849","Please let me know if you have any questions regarding your application",1
"1850","Dear Anvitha; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1851","Dear Shreetama; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1852","As a note; you are still missing two letters of recommendation on your account",1
"1853","I apologize for my delayed response to your question concerning recommenders",1
"1854","We have a break down on our suggested recommenders on our Application Materials page on our website",1
"1855","The selection of recommenders is entirely up to the candidate",1
"1856","Please encourage your recommenders to submit their letters at their earliest convenience for consideration by our review committee",1
"1857","Dear Simon; We do not actually upload the letters of recommendation, unless specifically asked by the recommender",1
"1858","Your recommenders have a link to upload on their own",1
"1859","Your application is still considered by our admissions committee despite having only 2 Letters of Recommendation",1
"1860","I have noted on your account the missing letter",1
"1861","If you could email them and ask if they will submit it (using the link) at their earliest convenience I will attach it ASAP",1
"1862","If there is any issue with the upload method, please have them email me individually with the missing letter and I will upload it manually on my end",1
"1863","Regards, Victoria",1
"1864","From: Simon Barres .",1
"1865","Dear Shaojie; I apologize for my delayed response time and the confusion in our system",1
"1866","I want to assure you that your application is complete and was completed before the deadline",1
"1867","I am currently reconciling all accounts with anything missing and saw this correspondence",1
"1868","It appears there was a technical error in the save as we uploaded your transcript",1
"1869","Please know that your materials are not considered late",1
"1870","If you have any further inquiries about your application please let me know",1
"1871","Dear Siddharth; If you could email me your letter of recommendation, I will load it into our system on your behalf for Mr",1
"1872","Arpit Tandon",1
"1873","I apologize for the issues with our application system",1
"1874","Dear Simon; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1875","Dear Wenxiang: Unfortunately, we have not yet established a GRE code, we have only had a program for 2 years and are trying to have a GRE code separate from the department we are housed under",1
"1876","If you could scan the score into this email account, I will upload it into our system",1
"1877","Thank you, please let me know if you have any additional questions",1
"1878","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: wenxiang zheng .",2
"1879","Dear Sruthi; Please have your recommender reach out to us at .",1
"1880","Dear Amit; I apologize for the confusion",1
"1881","After applicants submit their application our system sends out an automated response informing them of any additional materials they may have yet to complete",1
"1882","You have completed your application and therefore can dismiss the message you received",1
"1883","I apologize for the miscommunication on our side, we are working to replace our application system next year",1
"1884","Thank you for checking, we look forward to reviewing your application",1
"1885","Dear Nathan; I apologize for our delayed response time (especially with the deadline last night)",1
"1886","Due to the recent number of emails we received we were unable to answer every email before the deadline",1
"1887","However, the letter you included is acceptable",1
"1888","I will attach it to your file",1
"1889","I apologize again for the delayed response",1
"1890","Please let me know if you have any additional questions with regards to your application",1
"1891","Dear Andrew; I apologize I was unable to respond yesterday",1
"1892","Both of your recommenders have been able to submit their recommendations to us",1
"1893","We have attached them to your application",1
"1894","I wanted to reassure you that your application was not late and we are looking forward to reviewing your application",1
"1895","When I was compiling your application I noticed you documented your GRE scores",1
"1896","Do you have a copy of your scores",1
"1897","(A pdf from the ETS website will suffice for the application review process)",1
"1898","I apologize if you have sent these to our office via ETS",1
"1899","There has been a delay in score reports and due to our relatively quick turnaround I would like to complete your application",1
"1900","Please send us your scores at your earliest convience",1
"1901","Dear Israel; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"1902","In regards to your letter of Recommendation, you are still missing a letter of reference from a Mark Spiegel",1
"1903","If you could have them email their letter directly to this email address we will attach it to your file",1
"1904","Dear Jane; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"1905","Dear Ryan Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1906","Dear Ken; I hope you are recovered from your weather situation",1
"1907","I fully understand the situation",1
"1908","If you could email me your letter of reference I will be sure to attach it to Henry Huangs application",1
"1909","Thank you for your support",3
"1910","Dear Ellen: Thank you for reaching out to the Master of Science in Analytics at Northwestern University with your question concerning TOEFL requirements",1
"1911","We do have a requirement that any student not possessing a degree from an English speaking institution present a TOEFL score",1
"1912","Unfortunately, since your degree is not from University of Wisconsin- Milwaukee, we will require you to submit a TOEFL score",1
"1913","I hope this answers your question",2
"1914","Please let me know if you require any further assistance as you begin the application process",1
"1915","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Ellen .",1
"1916","For more information I encourage you to look at our Prospective Students <http://www.analytics.northwestern.edu/prospective-students/index.html> page on our website",1
"1917","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Ankur Jain .",1
"1918","Dear Shengyuan; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"1919","Currently you are missing two letters of reference, if you could have your recommenders upload those recommendations or email them in before 11:59pm CST",1
"1920","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: varsha Chowdary .",1
"1921","Hello Liu: I apologize for my delayed response time",2
"1922","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu -----Original Message----- From: Liu Chen .",4
"1923","Dear Wei-Te; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1924","Dear Zheng; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1925","Dear Andrew; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1926","HelloLiu: I apologize for my delayed response time",1
"1927","Dear Haad; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1928","I am currently reconciling your account and see that you are missing your transcript",3
"1929","If you could email us a PDF version of your transcript I will upload that to our system",3
"1930","As long as your time stamp is before 11:59pm CST you will be considered complete, even if there is a delay in our upload to the system",3
"1931","Dear Anvitha; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1932","Dear Shashi; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1933","I am currently reconciling your account and see that you are missing your application fee payment",2
"1934","We use a third party to collect our fees, if this was a mistake please email me your receipt of payment and I will correct it on our end",2
"1935","Please respond before our deadline of 11:59 CST tonight",2
"1936","Dear Alec: We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1937","Dear Dinesh Regarding your inquiry about late application materials: evaluation preference will be given to applicants who submitted complete applications prior to the deadline of Feb",1
"1938","We will be passing your completed application packet to our review committee early this week",1
"1939","If your recommender can email us at .",1
"1940","Dear Anand; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1941","In response to your GRE score, if you have sent that to Northwestern University, we will not receive your score",1
"1942","Please email me a scanned version of your GRE score to enter into your student account",1
"1943","Dear Arjun; Our server will not allow me to see the image you included",1
"1944","Could you attach your receipt via PDF to your email",1
"1945","Dear Auroshis; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1946","I am currently reconciling your account and see that you are missing 2 of your letters of recommendation",1
"1947","Dear Arjun; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1948","Hello Jeff; I am sure it is a little early to have received mail today, but I wanted to follow up with you to see if you have received your transcript from Northwestern",1
"1949","I also am emailing you to inform you that I am in the process of reconciling your application and noticed you are missing a letter of reference from a Mr",1
"1950","Derek Chen",1
"1951","If you could encourage him to submit your letter of reference before 11:59 CST I will mark your application as complete and we will proceed with your application until we receive your transcript",1
"1952","Please let me know if you have any questions or if there are any issues with the application system",1
"1953","Dear Ayodeji; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1954","Dear Sumeet; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1955","Dear Karishma; Thank you for reaching out to us at the MS in Analytics department with your concern",1
"1956","I will upload your scanned transcripts and you will see this change reflected in your account",1
"1957","Unfortunately, we have not received your transcripts in our office",1
"1958","I have made a note with your application to track down these transcripts and the official copies",1
"1959","I apologize that there was an issue receiving these transcripts",1
"1960","I just want to double check the address you mailed them too, specifying the MS",1
"1961","In Analytics Program",1
"1962","I will speak with our mail room on Monday and track down your transcripts",1
"1963","Currently, your application is missing a letter of reference from Dhiren Patel",1
"1964","Please be sure to have them submit your letter before 11:59 CST",1
"1965","If there are any issues with the recommendation system please have them email us at .",1
"1966","Hello Jeremy; I would love to answer your questions",1
"1967","Please let me know how I can help you with your application",1
"1968","Dear Michelle, Thank you for submitting your transcripts and GMAT score to the Master of Science in Analytics at Northwestern University",1
"1969","Dear Marc; We are approaching the deadline of our applications to join the fall incoming class for 2014",1
"1970","Dear Aditya; I apologize for that error",1
"1971","We have updated your application in our system and it has now been marked as complete",1
"1972","Dear Tapsi; Thank you for submitting your transcript and additional items to the Master of Science in Analytics at Northwestern University",1
"1973","Dear Sumeet; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1974","Dear Vanson; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"1975","Dear Mengtian; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1976","I have emailed her with instructions for the Letter of Reference",1
"1977","From: Sumathi Chakravarthy .",1
"1978","Dear Shuo-Ying; Thank you for submitting your transcript and GMAT to the Master of Science in Analytics at Northwestern University",1
"1979","Please instruct your recommender to email it to this email address",1
"1980","Since our system will shut down at midnight he will not be able to upload it through the online system",1
"1981","If he emails his letter to us we will be able to attach it to your account",1
"1982","Please be sure to submit your application and all of your materials (outside of this letter) before the deadline",1
"1983","Dear Afsana; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1984","Dear Ankit; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1985","Dear Anmol; Thank you for submitting your Transcript and additional materials to the Master of Science in Analytics at Northwestern University",1
"1986","Dear Vivek; Thank you for emailing us your question concerning the MS in Analytics program at Northwestern University",1
"1987","I apologize for the delayed response time",1
"1988","You do not need to include the evaluation unless you believe it will strengthen your application",1
"1989","Dear Anubhav; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"1990","Dear Ayushi; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"1991","Dear Ankur; Thank you for submitting your additional materials to the Master of Science in Analytics at Northwestern University",1
"1992","Dear Arpit; Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1993","Dear Ezhil; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"1994","Dear Alan Thank you for submitting your transcripts to the Master of Science in Analytics at Northwestern University",1
"1995","I have included all 6 transcripts you provided us, You will see them listed as other in the application system",1
"1996","I have also made a note which you included in your email on your application file",1
"1997","Dear You; Thank you for submitting your transcript and additional items to the Master of Science in Analytics at Northwestern University",1
"1998","Dear Edwin; Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"1999","Dear Kelly, Thank you for submitting your transcript to the Master of Science in Analytics at Northwestern University",1
"2000","Dear Xi; Thank you for submitting your transcript and additional materials to the Master of Science in Analytics at Northwestern University",1
"2001","Dear Prerit; I have attached this version of your TOEFL to your account",1
"2002","You will see it reflected today",1
